"label","subdistrict_id"
"Sungai Kunjang, Kota Samarinda, Kalimantan Timur","5364"
"Sungai Lala, Kabupaten Indragiri Hulu, Riau","2049"
"Sungai Laur, Kabupaten Ketapang, Kalimantan Barat","2719"
"Sungai Liat, Kabupaten Bangka, Bangka Belitung","433"
"Sungai Lilin, Kabupaten Musi Banyuasin, Sumatera Selatan","4212"
"Sungai Limau, Kabupaten Padang Pariaman, Sumatera Barat","4580"
"Sungai Loban, Kabupaten Tanah Bumbu, Kalimantan Selatan","6242"
"Sungai Manau, Kabupaten Merangin, Jambi","3952"
"Sungai Mandau, Kabupaten Siak, Riau","5614"
"Sungai Mas, Kabupaten Aceh Barat, Nanggroe Aceh Darussalam (NAD)","9"
"Sungai Melayu Rayak, Kabupaten Ketapang, Kalimantan Barat","2720"
"Sungai Menang, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4467"
"Sungai Pagu, Kabupaten Solok Selatan, Sumatera Barat","5818"
"Sungai Pandan, Kabupaten Hulu Sungai Utara, Kalimantan Selatan","2004"
"Sungai Penuh, Kota Sungaipenuh, Jambi","6124"
"Sungai Pinang, Kabupaten Ogan Ilir, Sumatera Selatan","4450"
"Sungai Pinang, Kota Samarinda, Kalimantan Timur","5365"
"Sungai Pua (Puar), Kabupaten Agam, Sumatera Barat","188"
"Sungai Raya Kepulauan, Kabupaten Bengkayang, Kalimantan Barat","828"
"Sungai Raya, Kabupaten Aceh Timur, Nanggroe Aceh Darussalam (NAD)","148"
"Sungai Raya, Kabupaten Bengkayang, Kalimantan Barat","827"
"Sungai Raya, Kabupaten Hulu Sungai Selatan, Kalimantan Selatan","1983"
"Sungai Rotan, Kabupaten Muara Enim, Sumatera Selatan","4126"
"Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat","1596"
"Sungai Rumbai, Kabupaten Muko Muko, Bengkulu","4152"
"Sungai Selan, Kabupaten Bangka Tengah, Bangka Belitung","453"
"Sungai Sembilan, Kota Dumai, Riau","1639"
"Sungai Serut, Kota Bengkulu, Bengkulu","839"
"Sungai Tabukan, Kabupaten Hulu Sungai Utara, Kalimantan Selatan","2005"
"Sungai Tarab, Kabupaten Tanah Datar, Sumatera Barat","6253"
"Sungai Tebelian, Kabupaten Sintang, Kalimantan Barat","5760"
"Sungai Tenang, Kabupaten Merangin, Jambi","3953"
"Sungai Tubu, Kabupaten Malinau, Kalimantan Utara","3653"
"Sungayang, Kabupaten Tanah Datar, Sumatera Barat","6254"
"Sunggal, Kabupaten Deli Serdang, Sumatera Utara","1557"
"Sungkai Barat, Kabupaten Lampung Utara, Lampung","3241"
"Sungkai Jaya, Kabupaten Lampung Utara, Lampung","3242"
"Sungkai Selatan, Kabupaten Lampung Utara, Lampung","3243"
"Sungkai Tengah, Kabupaten Lampung Utara, Lampung","3244"
"Sungkai Utara, Kabupaten Lampung Utara, Lampung","3245"
"Suntamon, Kabupaten Yahukimo, Papua","6964"
"Suoh, Kabupaten Lampung Barat, Lampung","3153"
"Supiori Barat, Kabupaten Supiori, Papua","6127"
"Supiori Selatan, Kabupaten Supiori, Papua","6128"
"Supiori Timur, Kabupaten Supiori, Papua","6129"
"Supiori Utara, Kabupaten Supiori, Papua","6130"
"Supnin, Kabupaten Raja Ampat, Papua Barat","5265"
"Suppa, Kabupaten Pinrang, Sulawesi Selatan","5039"
"Surade, Kabupaten Sukabumi, Jawa Barat","5961"
"Suralaga, Kabupaten Lombok Timur, Nusa Tenggara Barat (NTB)","3411"
"Suranenggala, Kabupaten Cirebon, Jawa Barat","1505"
"Surian, Kabupaten Sumedang, Jawa Barat","6084"
"Suro Makmur, Kabupaten Aceh Singkil, Nanggroe Aceh Darussalam (NAD)","82"
"Surodadi, Kabupaten Tegal, Jawa Tengah","6516"
"Suru Suru, Kabupaten Yahukimo, Papua","6965"
"Suru-suru, Kabupaten Asmat, Papua","256"
"Suruh, Kabupaten Semarang, Jawa Tengah","5492"
"Suruh, Kabupaten Trenggalek, Jawa Timur","6769"
"Sururey, Kabupaten Pegunungan Arfak, Papua Barat","4854"
"Susoh, Kabupaten Aceh Barat Daya, Nanggroe Aceh Darussalam (NAD)","20"
"Susua, Kabupaten Nias Selatan, Sumatera Utara","4404"
"Susukan Lebak, Kabupaten Cirebon, Jawa Barat","1507"
"Susukan, Kabupaten Banjarnegara, Jawa Tengah","526"
"Susukan, Kabupaten Cirebon, Jawa Barat","1506"
"Susukan, Kabupaten Semarang, Jawa Tengah","5493"
"Susut, Kabupaten Bangli, Bali","474"
"Sutera, Kabupaten Pesisir Selatan, Sumatera Barat","4998"
"Suti Semarang, Kabupaten Bengkayang, Kalimantan Barat","829"
"Sutojayan, Kabupaten Blitar, Jawa Timur","989"
"Suwawa Selatan, Kabupaten Bone Bolango, Gorontalo","1212"
"Suwawa Tengah, Kabupaten Bone Bolango, Gorontalo","1213"
"Suwawa Timur, Kabupaten Bone Bolango, Gorontalo","1214"
"Suwawa, Kabupaten Bone Bolango, Gorontalo","1211"
"Swandiwe, Kabupaten Biak Numfor, Papua","907"
"Syahcame, Kabupaten Mappi, Papua","3858"
"Syamtalira Aron, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","171"
"Syamtalira Bayu, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","172"
"Syiah Kuala, Kota Banda Aceh, Nanggroe Aceh Darussalam (NAD)","285"
"Syiah Utama, Kabupaten Bener Meriah, Nanggroe Aceh Darussalam (NAD)","804"
"Syujak, Kabupaten Tambrauw, Papua Barat","6208"
"Taba Penanjung, Kabupaten Bengkulu Tengah, Bengkulu","860"
"Tabalar, Kabupaten Berau, Kalimantan Timur","888"
"Tabanan, Kabupaten Tabanan, Bali","6188"
"Tabang, Kabupaten Kutai Kartanegara, Kalimantan Timur","3040"
"Tabang, Kabupaten Mamasa, Sulawesi Barat","3723"
"Tabir Barat, Kabupaten Merangin, Jambi","3955"
"Tabir Ilir, Kabupaten Merangin, Jambi","3956"
"Tabir Lintas, Kabupaten Merangin, Jambi","3957"
"Tabir Selatan, Kabupaten Merangin, Jambi","3958"
"Tabir Timur, Kabupaten Merangin, Jambi","3959"
"Tabir Ulu, Kabupaten Merangin, Jambi","3960"
"Tabir, Kabupaten Merangin, Jambi","3954"
"Tabongo, Kabupaten Gorontalo, Gorontalo","1783"
"Tabonji, Kabupaten Merauke, Papua","3977"
"Tabukan Selatan Tengah, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2613"
"Tabukan Selatan Tenggara, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2614"
"Tabukan Selatan, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2612"
"Tabukan Tengah, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2615"
"Tabukan Utara, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2616"
"Tabukan, Kabupaten Barito Kuala, Kalimantan Selatan","637"
"Tabulahan, Kabupaten Mamasa, Sulawesi Barat","3724"
"Tabundung, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT)","6030"
"Tabunganen, Kabupaten Barito Kuala, Kalimantan Selatan","638"
"Tadu Raya, Kabupaten Nagan Raya, Nanggroe Aceh Darussalam (NAD)","4258"
"Taebenu, Kabupaten Kupang, Nusa Tenggara Timur (NTT)","2996"
"Taelarek, Kabupaten Jayawijaya, Papua","2185"
"Tagime, Kabupaten Jayawijaya, Papua","2186"
"Tagime, Kabupaten Tolikara, Papua","6719"
"Tagineri, Kabupaten Jayawijaya, Papua","2187"
"Tagineri, Kabupaten Tolikara, Papua","6720"
"Tagulandang Selatan, Kabupaten Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara","2632"
"Tagulandang Utara, Kabupaten Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara","2633"
"Tagulandang, Kabupaten Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara","2631"
"Tahota (Tohota), Kabupaten Manokwari Selatan, Papua Barat","3846"
"Tahuna Barat, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2618"
"Tahuna Timur, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2619"
"Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2617"
"Tahunan, Kabupaten Jepara, Jawa Tengah","2262"
"Taige, Kabupaten Pegunungan Arfak, Papua Barat","4855"
"Tajinan, Kabupaten Malang, Jawa Timur","3627"
"Tajurhalang, Kabupaten Bogor, Jawa Barat","1057"
"Takabonerate, Kabupaten Selayar (Kepulauan Selayar), Sulawesi Selatan","5464"
"Takari, Kabupaten Kupang, Nusa Tenggara Timur (NTT)","2997"
"Takeran, Kabupaten Magetan, Jawa Timur","3552"
"Takisung, Kabupaten Tanah Laut, Kalimantan Selatan","6266"
"Takkalalla, Kabupaten Wajo, Sulawesi Selatan","6851"
"Takokak, Kabupaten Cianjur, Jawa Barat","1434"
"Taktakan, Kota Serang, Banten","5573"
"Talaga Raya (Telaga Raya), Kabupaten Buton, Sulawesi Tenggara","1370"
"Talaga, Kabupaten Majalengka, Jawa Barat","3578"
"Talagasari, Kabupaten Karawang, Jawa Barat","2401"
"Talamau, Kabupaten Pasaman Barat, Sumatera Barat","4782"
"Talambo, Kabupaten Yahukimo, Papua","6966"
"Talang Empat, Kabupaten Bengkulu Tengah, Bengkulu","861"
"Talang Kelapa, Kabupaten Banyuasin, Sumatera Selatan","570"
"Talang Padang, Kabupaten Empat Lawang, Sumatera Selatan","1647"
"Talang Padang, Kabupaten Tanggamus, Lampung","6334"
"Talang Ubi, Kabupaten Muara Enim, Sumatera Selatan","4127"
"Talang, Kabupaten Tegal, Jawa Tengah","6517"
"Talango, Kabupaten Sumenep, Jawa Timur","6117"
"Talawaan, Kabupaten Minahasa Utara, Sulawesi Utara","4068"
"Talawi, Kabupaten Batu Bara, Sumatera Utara","716"
"Talawi, Kota Sawah Lunto, Sumatera Barat","5446"
"Talegong, Kabupaten Garut, Jawa Barat","1749"
"Taliabu Barat Laut, Kabupaten Kepulauan Sula, Maluku Utara","2648"
"Taliabu Barat, Kabupaten Kepulauan Sula, Maluku Utara","2647"
"Taliabu Selatan, Kabupaten Kepulauan Sula, Maluku Utara","2649"
"Taliabu Timur Selatan, Kabupaten Kepulauan Sula, Maluku Utara","2651"
"Taliabu Timur, Kabupaten Kepulauan Sula, Maluku Utara","2650"
"Taliabu Utara, Kabupaten Kepulauan Sula, Maluku Utara","2652"
"Talibura, Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5689"
"Talisayan, Kabupaten Berau, Kalimantan Timur","889"
"Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Barat (NTB)","6064"
"Tallo, Kota Makassar, Sulawesi Selatan","3595"
"Tallunglipu, Kabupaten Toraja Utara, Sulawesi Selatan","6756"
"Talo Kecil, Kabupaten Seluma, Bengkulu","5477"
"Talo, Kabupaten Seluma, Bengkulu","5476"
"Taluditi (Taluduti), Kabupaten Pohuwato, Gorontalo","5053"
"Talun (Cirebon Selatan), Kabupaten Cirebon, Jawa Barat","1508"
"Talun, Kabupaten Blitar, Jawa Timur","990"
"Talun, Kabupaten Pekalongan, Jawa Tengah","4905"
"Tamako, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2620"
"Tamalanrea, Kota Makassar, Sulawesi Selatan","3596"
"Tamalate, Kota Makassar, Sulawesi Selatan","3597"
"Tamalatea, Kabupaten Jeneponto, Sulawesi Selatan","2245"
"Taman Krocok, Kabupaten Bondowoso, Jawa Timur","1164"
"Taman Rajo / Rejo, Kabupaten Muaro Jambi, Jambi","4141"
"Taman Sari, Kota Jakarta Barat, DKI Jakarta","2093"
"Taman Sari, Kota Pangkal Pinang, Bangka Belitung","4719"
"Taman, Kabupaten Pemalang, Jawa Tengah","4948"
"Taman, Kabupaten Sidoarjo, Jawa Timur","5643"
"Taman, Kota Madiun, Jawa Timur","3510"
"Tamanan, Kabupaten Bondowoso, Jawa Timur","1165"
"Tamansari, Kabupaten Bogor, Jawa Barat","1058"
"Tamansari, Kota Tasikmalaya, Jawa Barat","6483"
"Tambak, Kabupaten Banyumas, Jawa Tengah","598"
"Tambak, Kabupaten Gresik, Jawa Timur","1843"
"Tambakboyo, Kabupaten Tuban, Jawa Timur","6795"
"Tambakdahan, Kabupaten Subang, Jawa Barat","5911"
"Tambakrejo, Kabupaten Bojonegoro, Jawa Timur","1093"
"Tambakromo, Kabupaten Pati, Jawa Tengah","4836"
"Tambaksari, Kabupaten Ciamis, Jawa Barat","1404"
"Tambaksari, Kota Surabaya, Jawa Timur","6155"
"Tamban Catur, Kabupaten Kapuas, Kalimantan Tengah","2328"
"Tamban, Kabupaten Barito Kuala, Kalimantan Selatan","639"
"Tambang Ulang, Kabupaten Tanah Laut, Kalimantan Selatan","6267"
"Tambang, Kabupaten Kampar, Riau","2308"
"Tambangan, Kabupaten Mandailing Natal, Sumatera Utara","3800"
"Tambelan, Kabupaten Bintan, Kepulauan Riau","945"
"Tambelang, Kabupaten Bekasi, Jawa Barat","745"
"Tambelangan, Kabupaten Sampang, Jawa Timur","5406"
"Tambora, Kabupaten Bima, Nusa Tenggara Barat (NTB)","925"
"Tambora, Kota Jakarta Barat, DKI Jakarta","2094"
"Tambun Selatan, Kabupaten Bekasi, Jawa Barat","746"
"Tambun Utara, Kabupaten Bekasi, Jawa Barat","747"
"Tambusai Utara, Kabupaten Rokan Hulu, Riau","5331"
"Tambusai, Kabupaten Rokan Hulu, Riau","5330"
"Tamiang Hulu, Kabupaten Aceh Tamiang, Nanggroe Aceh Darussalam (NAD)","93"
"Tammeredo Sendana, Kabupaten Majene, Sulawesi Barat","3584"
"Tampahan, Kabupaten Toba Samosir, Sumatera Utara","6666"
"Tampak Siring, Kabupaten Gianyar, Bali","1768"
"Tampan Amma, Kabupaten Kepulauan Talaud, Sulawesi Utara","2671"
"Tampan, Kota Pekanbaru, Riau","4924"
"Tana Lia (Tanah Lia), Kabupaten Tana Tidung, Kalimantan Utara","6213"
"Tana Lili, Kabupaten Luwu Utara, Sulawesi Selatan","3492"
"Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Timur (NTT)","5993"
"Tana Sitolo, Kabupaten Wajo, Sulawesi Selatan","6852"
"Tana Wawo, Kabupaten Sikka, Nusa Tenggara Timur (NTT)","5690"
"Tanah Abang, Kabupaten Muara Enim, Sumatera Selatan","4128"
"Tanah Abang, Kota Jakarta Pusat, DKI Jakarta","2102"
"Tanah Alas, Kabupaten Aceh Tenggara, Nanggroe Aceh Darussalam (NAD)","124"
"Tanah Grogot, Kabupaten Paser, Kalimantan Timur","4791"
"Tanah Jambo Aye, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","173"
"Tanah Jawa, Kabupaten Simalungun, Sumatera Utara","5721"
"Tanah Kampung, Kota Sungaipenuh, Jambi","6125"
"Tanah Luas, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","174"
"Tanah Masa, Kabupaten Nias Selatan, Sumatera Utara","4405"
"Tanah Merah, Kabupaten Bangkalan, Jawa Timur","469"
"Tanah Merah, Kabupaten Indragiri Hilir, Riau","2031"
"Tanah Miring, Kabupaten Merauke, Papua","3978"
"Tanah Pasir, Kabupaten Aceh Utara, Nanggroe Aceh Darussalam (NAD)","175"
"Tanah Pinem, Kabupaten Dairi, Sumatera Utara","1530"
"Tanah Pinoh Barat, Kabupaten Melawi, Kalimantan Barat","3937"
"Tanah Pinoh, Kabupaten Melawi, Kalimantan Barat","3936"
"Tanah Putih Tanjung Melawan, Kabupaten Rokan Hilir, Riau","5317"
"Tanah Putih, Kabupaten Rokan Hilir, Riau","5316"
"Tanah Rubuh, Kabupaten Manokwari, Papua Barat","3839"
"Tanah Sepenggal Lintas, Kabupaten Bungo, Jambi","1323"
"Tanah Sepenggal, Kabupaten Bungo, Jambi","1322"
"Tanah Sereal, Kota Bogor, Jawa Barat","1067"
"Tanah Siang Selatan, Kabupaten Murung Raya, Kalimantan Tengah","4198"
"Tanah Siang, Kabupaten Murung Raya, Kalimantan Tengah","4197"
"Tanah Tumbuh, Kabupaten Bungo, Jambi","1324"
"Tanambulava, Kabupaten Sigi, Sulawesi Tengah","5663"
"Tanantovea, Kabupaten Donggala, Sulawesi Tengah","1632"
"Tanara, Kabupaten Serang, Banten","5565"
"Tandes, Kota Surabaya, Jawa Timur","6156"
"Tanduk Kalua, Kabupaten Mamasa, Sulawesi Barat","3725"
"Tandun, Kabupaten Rokan Hulu, Riau","5332"
"Tanete Riaja, Kabupaten Barru, Sulawesi Selatan","671"
"Tanete Riattang Barat, Kabupaten Bone, Sulawesi Selatan","1193"
"Tanete Riattang Timur, Kabupaten Bone, Sulawesi Selatan","1194"
"Tanete Riattang, Kabupaten Bone, Sulawesi Selatan","1192"
"Tanete Rilau, Kabupaten Barru, Sulawesi Selatan","672"
"Tangan-Tangan, Kabupaten Aceh Barat Daya, Nanggroe Aceh Darussalam (NAD)","21"
"Tangaran, Kabupaten Sambas, Kalimantan Barat","5381"
"Tangen, Kabupaten Sragen, Jawa Tengah","5881"
"Tangerang, Kota Tangerang, Banten","6309"
"Tanggetada, Kabupaten Kolaka, Sulawesi Tenggara","2764"
"Tanggeung, Kabupaten Cianjur, Jawa Barat","1435"
"Tanggul, Kabupaten Jember, Jawa Timur","2228"
"Tanggulangin, Kabupaten Sidoarjo, Jawa Timur","5644"
"Tanggung Gunung, Kabupaten Tulungagung, Jawa Timur","6838"
"Tanggungharjo, Kabupaten Grobogan, Jawa Tengah","1860"
"Tangma, Kabupaten Yahukimo, Papua","6967"
"Tangse, Kabupaten Pidie, Nanggroe Aceh Darussalam (NAD)","5019"
"Tanimbar Selatan, Kabupaten Maluku Tenggara Barat, Maluku","3704"
"Tanimbar Utara, Kabupaten Maluku Tenggara Barat, Maluku","3705"
"Taniwel Timur, Kabupaten Seram Bagian Barat, Maluku","5524"
"Taniwel, Kabupaten Seram Bagian Barat, Maluku","5523"
"Tanjung Agung Palik, Kabupaten Bengkulu Utara, Bengkulu","877"
"Tanjung Agung, Kabupaten Muara Enim, Sumatera Selatan","4129"
"Tanjung Balai Selatan, Kota Tanjung Balai, Sumatera Utara","6340"
"Tanjung Balai Utara, Kota Tanjung Balai, Sumatera Utara","6341"
"Tanjung Balai, Kabupaten Asahan, Sumatera Utara","236"
"Tanjung Baru, Kabupaten Tanah Datar, Sumatera Barat","6255"
"Tanjung Batu, Kabupaten Ogan Ilir, Sumatera Selatan","4451"
"Tanjung Beringin, Kabupaten Serdang Bedagai, Sumatera Utara","5588"
"Tanjung Bintang, Kabupaten Lampung Selatan, Lampung","3168"
"Tanjung Bunga, Kabupaten Flores Timur, Nusa Tenggara Timur (NTT)","1706"
"Tanjung Emas, Kabupaten Tanah Datar, Sumatera Barat","6256"
"Tanjung Gadang, Kabupaten Sijunjung (Sawah Lunto Sijunjung), Sumatera Barat","5671"
"Tanjung Harapan, Kabupaten Paser, Kalimantan Timur","4792"
"Tanjung Harapan, Kota Solok, Sumatera Barat","5811"
"Tanjung Karang Barat, Kota Bandar Lampung, Lampung","298"
"Tanjung Karang Pusat, Kota Bandar Lampung, Lampung","299"
"Tanjung Karang Timur, Kota Bandar Lampung, Lampung","300"
"Tanjung Kemuning, Kabupaten Kaur, Bengkulu","2463"
"Tanjung Lago, Kabupaten Banyuasin, Sumatera Selatan","571"
"Tanjung Lubuk, Kabupaten Ogan Komering Ilir, Sumatera Selatan","4468"
"Tanjung Morawa, Kabupaten Deli Serdang, Sumatera Utara","1558"
"Tanjung Mutiara, Kabupaten Agam, Sumatera Barat","189"
"Tanjung Palas Barat, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1303"
"Tanjung Palas Tengah, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1304"
"Tanjung Palas Timur, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1305"
"Tanjung Palas Utara, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1306"
"Tanjung Palas, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1302"
"Tanjung Pandan, Kabupaten Belitung, Bangka Belitung","765"
"Tanjung Pinang Barat, Kota Tanjung Pinang, Kepulauan Riau","6368"
"Tanjung Pinang Kota, Kota Tanjung Pinang, Kepulauan Riau","6369"
"Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau","6370"
"Tanjung Priok, Kota Jakarta Utara, DKI Jakarta","2128"
"Tanjung Raja, Kabupaten Lampung Utara, Lampung","3246"
"Tanjung Raja, Kabupaten Ogan Ilir, Sumatera Selatan","4452"
"Tanjung Raya, Kabupaten Agam, Sumatera Barat","190"
"Tanjung Raya, Kabupaten Mesuji, Lampung","3987"
"Tanjung Redeb, Kabupaten Berau, Kalimantan Timur","890"
"Tanjung Sakti Pumi, Kabupaten Lahat, Sumatera Selatan","3102"
"Tanjung Sakti Pumu, Kabupaten Lahat, Sumatera Selatan","3103"
"Tanjung Sari, Kabupaten Lampung Selatan, Lampung","3169"
"Tanjung Selor, Kabupaten Bulungan (Bulongan), Kalimantan Utara","1307"
"Tanjung Senang, Kota Bandar Lampung, Lampung","301"
"Tanjung Tebat, Kabupaten Lahat, Sumatera Selatan","3104"
"Tanjung Tiram, Kabupaten Batu Bara, Sumatera Utara","717"
"Tanjung, Kabupaten Brebes, Jawa Tengah","1273"
"Tanjung, Kabupaten Lombok Utara, Nusa Tenggara Barat (NTB)","3418"
"Tanjung, Kabupaten Tabalong, Kalimantan Selatan","6176"
"Tanjunganom, Kabupaten Nganjuk, Jawa Timur","4341"
"Tanjungbumi, Kabupaten Bangkalan, Jawa Timur","470"
"Tanjungjaya, Kabupaten Tasikmalaya, Jawa Barat","6473"
"Tanjungkerta, Kabupaten Sumedang, Jawa Barat","6085"
"Tanjungmedar, Kabupaten Sumedang, Jawa Barat","6086"
"Tanjungpura, Kabupaten Langkat, Sumatera Utara","3281"
"Tanjungsari, Kabupaten Bogor, Jawa Barat","1059"
"Tanjungsari, Kabupaten Gunung Kidul, DI Yogyakarta","1880"
"Tanjungsari, Kabupaten Sumedang, Jawa Barat","6087"
"Tanjungsiang, Kabupaten Subang, Jawa Barat","5912"
"Tano Tombangan Angkola, Kabupaten Tapanuli Selatan, Sumatera Utara","6384"
"Tanon, Kabupaten Sragen, Jawa Tengah","5882"
"Tanralili, Kabupaten Maros, Sulawesi Selatan","3873"
"Tanta, Kabupaten Tabalong, Kalimantan Selatan","6177"
"Taopa, Kabupaten Parigi Moutong, Sulawesi Tengah","4754"
"Tapa, Kabupaten Bone Bolango, Gorontalo","1215"
"Tapak Tuan, Kabupaten Aceh Selatan, Nanggroe Aceh Darussalam (NAD)","68"
"Tapalang Barat, Kabupaten Mamuju, Sulawesi Barat","3752"
"Tapalang, Kabupaten Mamuju, Sulawesi Barat","3751"
"Tapango, Kabupaten Polewali Mandar, Sulawesi Barat","5067"
"Tapen, Kabupaten Bondowoso, Jawa Timur","1166"
"Tapian Dolok, Kabupaten Simalungun, Sumatera Utara","5722"
"Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara","6403"
"Tapin Selatan, Kabupaten Tapin, Kalimantan Selatan","6429"
"Tapin Tengah, Kabupaten Tapin, Kalimantan Selatan","6430"
"Tapin Utara, Kabupaten Tapin, Kalimantan Selatan","6431"
"Tapos, Kota Depok, Jawa Barat","1587"
"Tapung Hilir, Kabupaten Kampar, Riau","2310"
"Tapung Hulu, Kabupaten Kampar, Riau","2311"
"Tapung, Kabupaten Kampar, Riau","2309"
"Tara Bintang, Kabupaten Humbang Hasundutan, Sumatera Utara","2015"
"Taraju, Kabupaten Tasikmalaya, Jawa Barat","6474"
"Tarakan Barat, Kota Tarakan, Kalimantan Utara","6432"
"Tarakan Tengah, Kota Tarakan, Kalimantan Utara","6433"
"Tarakan Timur, Kota Tarakan, Kalimantan Utara","6434"
"Tarakan Utara, Kota Tarakan, Kalimantan Utara","6435"
"Tarano, Kabupaten Sumbawa, Nusa Tenggara Barat (NTB)","6054"
"Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","4043"
"Tarik, Kabupaten Sidoarjo, Jawa Timur","5645"
"Tarogong Kaler, Kabupaten Garut, Jawa Barat","1750"
"Tarogong Kidul, Kabupaten Garut, Jawa Barat","1751"
"Tarokan, Kabupaten Kediri, Jawa Timur","2521"
"Tarowang, Kabupaten Jeneponto, Sulawesi Selatan","2246"
"Tarub, Kabupaten Tegal, Jawa Tengah","6518"
"Tarumajaya, Kabupaten Bekasi, Jawa Barat","748"
"Tarup, Kabupaten Pegunungan Bintang, Papua","4888"
"Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara","6419"
"Tasifeto Barat, Kabupaten Belu, Nusa Tenggara Timur (NTT)","793"
"Tasifeto Timur, Kabupaten Belu, Nusa Tenggara Timur (NTT)","794"
"Tasik Payawan, Kabupaten Katingan, Kalimantan Tengah","2448"
"Tasik Putri Puyu, Kabupaten Kepulauan Meranti, Riau","2603"
"Tasikmadu, Kabupaten Karanganyar, Jawa Tengah","2368"
"Tatah Makmur, Kabupaten Banjar, Kalimantan Selatan","493"
"Tatanga, Kota Palu, Sulawesi Tengah","4639"
"Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","4044"
"Tatoareng, Kabupaten Kepulauan Sangihe, Sulawesi Utara","2621"
"Tawaeli, Kota Palu, Sulawesi Tengah","4640"
"Tawalian, Kabupaten Mamasa, Sulawesi Barat","3726"
"Tawang, Kota Tasikmalaya, Jawa Barat","6484"
"Tawangharjo, Kabupaten Grobogan, Jawa Tengah","1861"
"Tawangmangu, Kabupaten Karanganyar, Jawa Tengah","2369"
"Tawangsari, Kabupaten Sukoharjo, Jawa Tengah","5987"
"Tayan Hilir, Kabupaten Sanggau, Kalimantan Barat","5420"
"Tayan Hulu, Kabupaten Sanggau, Kalimantan Barat","5421"
"Tayu, Kabupaten Pati, Jawa Tengah","4837"
"Tebas, Kabupaten Sambas, Kalimantan Barat","5382"
"Tebat Karai, Kabupaten Kepahiang, Bengkulu","2569"
"Tebet, Kota Jakarta Selatan, DKI Jakarta","2112"
"Tebing Syahbandar, Kabupaten Serdang Bedagai, Sumatera Utara","5589"
"Tebing Tinggi Barat, Kabupaten Kepulauan Meranti, Riau","2605"
"Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara","6489"
"Tebing Tinggi Timur, Kabupaten Kepulauan Meranti, Riau","2606"
"Tebing Tinggi, Kabupaten Balangan, Kalimantan Selatan","271"
"Tebing Tinggi, Kabupaten Empat Lawang, Sumatera Selatan","1648"
"Tebing Tinggi, Kabupaten Kepulauan Meranti, Riau","2604"
"Tebing Tinggi, Kabupaten Serdang Bedagai, Sumatera Utara","5590"
"Tebing Tinggi, Kabupaten Tanjung Jabung Barat, Jambi","6353"
"Tebing, Kabupaten Karimun, Kepulauan Riau","2418"
"Tebo Ilir, Kabupaten Tebo, Jambi","6496"
"Tebo Tengah, Kabupaten Tebo, Jambi","6497"
"Tebo Ulu, Kabupaten Tebo, Jambi","6498"
"Tegal Barat, Kota Tegal, Jawa Tengah","6521"
"Tegal Buleud, Kabupaten Sukabumi, Jawa Barat","5962"
"Tegal Selatan, Kota Tegal, Jawa Tengah","6522"
"Tegal Siwalan, Kabupaten Probolinggo, Jawa Timur","5161"
"Tegal Timur, Kota Tegal, Jawa Tengah","6523"
"Tegal Waru, Kabupaten Purwakarta, Jawa Barat","5232"
"Tegalampel, Kabupaten Bondowoso, Jawa Timur","1167"
"Tegaldlimo, Kabupaten Banyuwangi, Jawa Timur","621"
"Tegallalang, Kabupaten Gianyar, Bali","1769"
"Tegalombo, Kabupaten Pacitan, Jawa Timur","4532"
"Tegalrejo, Kabupaten Magelang, Jawa Tengah","3529"
